Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
167,8.0,0.0,0.0,1753.0,7.0,998.0,19254.0,0.1,528.5707542876938,0.0,0.0,4678.3297736644745,,,,,,,,,,,,,,,,,,,,,200.8120495432147,96.11829368356028,328.81763529652306,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,2464.0,8.0,711.0,19965.0,0.1,379.1654229674836,0.0,0.0,4747.186747550964,,,,,,,,,,,,,,,,,,,,,141.03087481358054,78.63015209358146,279.45109371135743,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,3350.0,9.0,886.0,20851.0,0.1,509.9429438396029,0.0,0.0,4834.172761440277,,,,,,,,,,,,,,,,,,,,,195.43731644576857,99.89693571423015,337.4600641368603,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,4190.0,10.0,840.0,21691.0,0.1,412.6813623727377,0.0,0.0,4916.35294675827,,,,,,,,,,,,,,,,,,,,,157.00052474062153,80.686595529173,281.3633669611708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,4463.0,11.0,273.0,21964.0,0.1,146.37572453302383,0.0,0.0,4942.925614118576,,,,,,,,,,,,,,,,,,,,,53.77923061315512,42.85808351002019,131.95777817420293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,4661.0,12.0,198.0,22162.0,0.1,104.01002793306267,0.0,0.0,4962.336288928986,,,,,,,,,,,,,,,,,,,,,42.34318306333516,30.209497288744426,95.81761710311153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,4816.0,13.0,155.0,22317.0,0.1,79.38241165291794,0.0,0.0,4977.423663139343,,,,,,,,,,,,,,,,,,,,,29.505663494480213,22.058872007285544,74.95887660560821,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,5455.0,14.0,639.0,22956.0,0.1,356.98899157612135,0.0,0.0,5039.5359926223755,,,,,,,,,,,,,,,,,,,,,139.44368115497983,83.72434744513264,268.4210530030428,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,6473.0,15.0,1018.0,23974.0,0.1,568.3819289778676,0.0,0.0,5138.969573974609,,,,,,,,,,,,,,,,,,,,,219.35531346153593,102.45668103459896,345.76941293047315,0.8100431267351687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,6498.0,16.0,25.0,23999.0,0.1,9.341053375184853,0.0,0.0,5141.471400260925,,,,,,,,,,,,,,,,,,,,,2.4028998315284182,3.038386178028761,9.299570721268468,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,6675.0,17.0,177.0,24176.0,0.1,134.77345980282172,0.0,0.0,5158.652743577957,,,,,,,,,,,,,,,,,,,,,58.14459418190989,37.96549642076321,124.73120431003946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,7055.0,18.0,380.0,24556.0,0.1,214.09008579366247,0.0,0.0,5195.4828748703,,,,,,,,,,,,,,,,,,,,,83.83273334140178,54.538931013010824,182.59866184896606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,7457.0,19.0,402.0,24958.0,0.1,209.5964796128341,0.0,0.0,5234.760819196701,,,,,,,,,,,,,,,,,,,,,86.61260636471395,53.54100145693271,175.12829331255082,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,8452.0,20.0,995.0,25953.0,0.1,468.9304749308597,0.0,0.0,5331.130343675613,,,,,,,,,,,,,,,,,,,,,159.33678621697536,93.40441146617837,311.0120858044917,0.08763031320508416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,283.0,1.0,283.0,26236.0,0.1,173.9110409895079,0.0,0.0,6637.728515148163,,,,,,,,,,,,,,,,,,,,,67.50630322964325,41.6357381187548,155.1168357301436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,474.0,2.0,191.0,26427.0,0.1,108.84593237025476,0.0,0.0,6656.479350328445,,,,,,,,,,,,,,,,,,,,,43.400496099835664,29.596310162541403,100.75785256245842,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,664.0,3.0,190.0,26617.0,0.1,87.33247128098726,0.0,0.0,6675.370937585831,,,,,,,,,,,,,,,,,,,,,34.19569954240687,24.421046099377172,80.99720177427672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,765.0,4.0,101.0,26718.0,0.1,51.134048104528944,0.0,0.0,6685.447078227997,,,,,,,,,,,,,,,,,,,,,18.294374763840807,15.247345194713324,49.38503694222855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,827.0,5.0,62.0,26780.0,0.1,21.39030608898485,0.0,0.0,6691.798033475876,,,,,,,,,,,,,,,,,,,,,7.591734403959991,6.927343409895881,20.961520635690064,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,858.0,6.0,31.0,26811.0,0.1,9.069092003609068,0.0,0.0,6695.02937912941,,,,,,,,,,,,,,,,,,,,,2.0862887128399112,2.731174084286129,9.022452936931964,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,1840.0,7.0,982.0,27793.0,0.1,599.2789595137668,0.0,0.0,6791.58889746666,,,,,,,,,,,,,,,,,,,,,208.3395098560373,116.71500379834417,395.4801256062252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,1901.0,8.0,61.0,27854.0,0.1,31.730064711931867,0.0,0.0,6797.653472900391,,,,,,,,,,,,,,,,,,,,,9.531819387476041,10.54109286015504,31.211014547376017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,2280.0,9.0,379.0,28233.0,0.1,252.4896307481737,0.0,0.0,6834.92187166214,,,,,,,,,,,,,,,,,,,,,104.89634186972575,63.976386441533364,213.16002406765915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,3316.0,10.0,1036.0,29269.0,0.1,592.9252304817777,0.0,0.0,6936.627809047699,,,,,,,,,,,,,,,,,,,,,219.98418040293998,99.67043057087733,365.752759350273,1.170773194863249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,3815.0,11.0,499.0,29768.0,0.1,227.74795720682113,0.0,0.0,6985.185435295105,,,,,,,,,,,,,,,,,,,,,93.63333166969865,47.07208018606925,181.38751835282847,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,3965.0,12.0,150.0,29918.0,0.1,69.57779441107678,0.0,0.0,7000.132974147797,,,,,,,,,,,,,,,,,,,,,23.708722071213007,20.496350078831,66.1537274014703,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,4331.0,13.0,366.0,30284.0,0.1,166.8901252000437,0.0,0.0,7036.338357925415,,,,,,,,,,,,,,,,,,,,,59.27618242226532,38.65872123551681,145.4858686849957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,4734.0,14.0,403.0,30687.0,0.1,196.4687316575548,0.0,0.0,7076.0709545612335,,,,,,,,,,,,,,,,,,,,,75.95125676056396,48.29926022642125,166.19259417881068,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,4911.0,15.0,177.0,30864.0,0.1,85.9262946501682,0.0,0.0,7093.510257720947,,,,,,,,,,,,,,,,,,,,,41.14386479590575,24.601527235474638,78.80135448891623,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
